sentence,word,word2,sent_id,item_id,list,rating_mean,rating_sd,cloze_p_smoothed,cloze_s,competition,entropy
She couldnt help feel for,Alex.,ALEX,28,128,4,2.8135593220338984,1.5699173739644372,0.011494252873563218,4.465908118654584,-0.45977011494252873,1.4887793471790887
Jimmy liked the fact they,were,WERE,118,762,4,4.372881355932203,0.8283407820445217,0.21428571428571427,1.5404450409471488,0.12499999999999999,3.13234329748842
She would soon be found if,she,SHE,127,843,4,4.033898305084746,1.1441922567970468,0.40816326530612246,0.8960880245566356,0.22448979591836735,2.1585619966307186
He came back to,his,HIS,201,1660,4,4.237288135593221,0.857803591595046,0.11428571428571428,2.169053700369523,-0.028571428571428567,2.9734381494130653
His dark,hair,HAIR,113,714,4,4.203389830508475,0.9428434802079615,0.22115384615384615,1.508896683212223,0.028846153846153827,2.714415411160873
Hes got the ability to,work,WORK,184,1450,4,3.6440677966101696,0.9959004219784151,0.03278688524590164,3.417726683613366,-0.07377049180327869,3.5964041848845625
All the bowls from,the,THE,112,707,4,4.169491525423729,0.9313050237922785,0.3925233644859813,0.9351592161785379,0.3364485981308411,2.6211380379839877
"Anthony was approached, just as he had","predicted,","PREDICTED,",129,862,4,3.559322033898305,1.1487802593017122,0.00909090909090909,4.700480365792416,-0.10909090909090909,3.2134338224604386
Lets get out and Ill buy you a,drink.,DRINK,98,599,4,4.627118644067797,0.5842267239618821,0.2777777777777778,1.2809338454620642,0.17592592592592593,2.8806777251504
Claudia still,teaches,TEACHES,83,473,4,3.406779661016949,1.32767159508923,0.008,4.828313737302301,-0.064,3.7226200692587232
Shut,your,YOUR,77,430,4,4.067796610169491,0.9259553645990125,0.056818181818181816,2.867898902044106,-0.375,1.5247180403375298
All the bowls from the empty tables are cleared,up.,UP,112,712,4,3.694915254237288,1.0868213266874214,0.0625,2.772588722239781,-0.28125,2.186471681372302
You give me a lead and,Ill,ILL,111,701,4,3.1186440677966103,1.5766042269286784,0.010526315789473684,4.553876891600541,-0.38947368421052636,2.015548064119503
Lets have the gates closed and,go,GO,99,605,4,3.4745762711864407,1.250598921391609,0.11926605504587157,2.1263985247676067,-0.045871559633027525,3.036697909471108
Let us give battle to these foreign snakes once,and,AND,166,1250,4,4.067796610169491,1.2575894673001096,0.34831460674157305,1.0546491652469936,0.17977528089887643,1.8450055346208512
The last thing Alex felt like doing after work was more,work.,WORK,173,1329,4,4.372881355932203,0.9265863393670221,0.631578947368421,0.4595323293784402,0.5894736842105263,1.6359227235427223
Emma put her mug of tea down on the table with,a,A,178,1384,4,4.016949152542373,0.9911944279109337,0.26,1.3470736479666092,0.14,2.6212117399699597
He had another shock,when,WHEN,156,1135,4,4.169491525423729,0.8336157713463009,0.3584905660377358,1.0258529343856813,0.3018867924528302,2.6923213253560223
Dont die of cold before,you,YOU,85,492,4,3.593220338983051,1.1313501861568436,0.375,0.9808292530117262,0.27884615384615385,2.5491568154454987
He knocked on the door so hard that he almost broke it,down.,DOWN,181,1421,4,3.7796610169491527,1.3399407682504616,0.2631578947368421,1.3350010667323402,0.11578947368421053,2.3183025394725725
Lewis sat down and,Lucy,LUCY,138,949,4,2.389830508474576,1.3392863404857849,0.008333333333333333,4.787491742782046,-0.09166666666666667,3.5310293736995404
Henry washed his hands and sat,on,ON,197,1610,4,3.6779661016949152,1.180892093614877,0.021505376344086023,3.8394523125933104,-0.6881720430107527,1.3357002631474226
The police officer got out of the van and picked up the,two,TWO,198,1629,4,2.9661016949152543,1.1885386810602288,0.008064516129032258,4.820281565605037,-0.07258064516129031,3.7029307060966667
He called earlier and I already arranged,to,TO,131,882,4,4.186440677966102,0.9186680063564752,0.29896907216494845,1.2074151485169087,0.12371134020618557,2.3447857430948993
We,barely,BARELY,32,144,5,3.1052631578947367,1.3320796110689346,0.008130081300813009,4.812184355372417,-0.13008130081300814,3.6147833827132887
Shut your smart foul mouth and,sit,SIT,77,435,5,3.2280701754385963,0.945242672160532,0.07692307692307693,2.5649493574615367,-0.1346153846153846,2.8875864490653167
They stared at the black wall and now this offered,no,NO,175,1350,5,2.3157894736842106,1.1205530320981516,0.05405405405405406,2.917770732084279,-0.08108108108108109,3.203100318439243
Charles felt sick to,the,THE,101,619,5,3.719298245614035,1.460850852425593,0.1935483870967742,1.6422277352570913,-0.3225806451612903,1.7515376051692972
I am,"trying,","TRYING,",159,1166,5,3.7017543859649122,1.1796626678949633,0.023076923076923078,3.7689221617874726,-0.046153846153846156,3.8564837988920084
I knew I heard your,voice.,VOICE,24,108,5,4.43859649122807,0.8241346946873847,0.5978260869565217,0.5144553918165694,0.532608695652174,1.6534864742128026
Dave kicked him in the stomach,and,AND,103,637,5,3.736842105263158,1.0441386708238396,0.205607476635514,1.5817863811035904,0.0,2.8769004175787294
Charles felt sick to the pit,of,OF,101,621,5,4.526315789473684,0.9278481856635264,0.7303370786516854,0.3142490998365027,0.6853932584269663,1.1848259150703508
All the bowls from the empty,tables,TABLES,112,709,5,3.6140350877192984,1.1764715096561333,0.009708737864077669,4.634728988229636,-0.2912621359223301,2.732843166520365
Lets get out and Ill buy,you,YOU,98,597,5,4.0701754385964914,1.066697994527421,0.22916666666666666,1.4733057381095205,0.0625,2.519742725330057
No-one else had dared step,within,WITHIN,73,406,5,3.210526315789474,1.16092392554476,0.009900990099009901,4.61512051684126,-0.12871287128712872,2.8410477213412797
Normally they,want,WANT,50,251,5,3.263157894736842,1.1576811149490926,0.009174311926605505,4.6913478822291435,-0.3119266055045872,2.887487217401964
It had been two weeks,since,SINCE,163,1213,5,4.631578947368421,0.6977407149243606,0.8045977011494253,0.2174128766052247,0.7701149425287357,0.8921401591021326
Alec stood against the wall to steady,himself.,HIMSELF,72,401,5,4.368421052631579,0.9379228369755694,0.6629213483146067,0.41109892582642044,0.5168539325842696,1.2862834964018415
They were definitely,holding,HOLDING,82,467,5,2.982456140350877,1.2025453372827786,0.007874015748031496,4.844187086458591,-0.06299212598425197,3.7720317867540363
One by,one,ONE,192,1543,5,4.7894736842105265,0.647435658834781,0.9629629629629629,0.037740327982847086,0.9382716049382716,0.18198516895752465
His men will not follow him,and,AND,114,727,5,2.6666666666666665,1.123345344008138,0.009009009009009009,4.709530201312334,-0.09009009009009009,3.285925907172519
James was only in the,cell,CELL,205,1717,5,2.3157894736842106,1.2124045579055183,0.007936507936507936,4.836281906951478,-0.06349206349206349,3.754925957770104
Bob sat at the entrance to the warehouse and made up a,cigarette.,CIGARETTE,190,1529,5,2.3333333333333335,1.1391308298957796,0.06930693069306931,2.669210367785946,-0.25742574257425743,2.614597773245523
He smiled,when,WHEN,92,545,5,3.526315789473684,1.0369127108512135,0.037037037037037035,3.295836866004329,-0.19444444444444445,2.9929325779373253
He drove his truck home and walked,down,DOWN,132,892,5,3.245614035087719,1.169259560490954,0.04716981132075472,3.0540011816779664,-0.07547169811320754,3.123059009547453
A tube train,took,TOOK,14,56,5,2.982456140350877,1.246297775559039,0.008333333333333333,4.787491742782046,-0.058333333333333334,3.6091057618511835
Lawrence rubbed the back of his neck and,hung,HUNG,137,943,5,2.087719298245614,1.169259560490954,0.008771929824561403,4.736198448394496,-0.19298245614035087,3.303750213364242
They turned round,just,JUST,108,674,5,3.3333333333333335,1.0910894511799618,0.0425531914893617,3.157000421150113,-0.32978723404255317,2.19407832793799
Men could be paid to do all sorts,of,OF,122,800,5,4.473684210526316,0.8681931804018278,0.6847826086956522,0.37865385065750756,0.641304347826087,1.413410465496599
James walked in to,wake,WAKE,165,1234,5,2.175438596491228,1.3379462809195914,0.01020408163265306,4.584967478670572,-0.45918367346938777,2.195912408216707
Jimmy liked the,fact,FACT,118,760,5,3.807017543859649,0.9149277194563371,0.015503875968992248,4.1666652238017265,-0.06201550387596899,3.818133176452173
He,stayed,STAYED,4,13,5,2.982456140350877,1.274631992691216,0.00819672131147541,4.804021044733257,-0.06557377049180328,3.6486105292354316
He called earlier,and,AND,131,878,5,4.0,0.9063269671749657,0.10309278350515463,2.272125885509337,-0.09278350515463918,2.655948519546242
James walked in to wake Samuel,at,AT,165,1236,5,3.210526315789474,1.1297414701929305,0.06862745098039216,2.6790626642289577,-0.3137254901960784,2.518884951075668
Gordon felt his anger,build,BUILD,16,67,5,3.912280701754386,0.9118407942646638,0.017857142857142856,4.025351690735149,-0.125,3.269420127563786
Gordon felt,his,HIS,16,65,5,3.807017543859649,1.0253674688204655,0.04032258064516129,3.2108436531709366,-0.048387096774193554,3.6974739814645616
A smile came to his lips as he thought of an,idea.,IDEA,150,1076,5,4.12280701754386,1.0867739848908737,0.1651376146788991,1.800976124332979,0.07339449541284404,3.1445116175467938
"Jake smiled again at his baby daughter, she was",perfect.,PERFECT,117,757,5,4.368421052631579,0.8789518706831698,0.045871559633027525,3.081909969795043,-0.1651376146788991,3.119674669431585
Lets,have,HAVE,99,600,5,3.8421052631578947,0.9781446300487638,0.020202020202020204,3.9019726695746444,-0.3939393939393939,2.367504966248069
If this were a movie instead of a book this would be a,good,GOOD,204,1711,5,3.3859649122807016,1.161193750981418,0.05084745762711865,2.9789251552376097,-0.016949152542372878,3.558149100967993
There,will,WILL,81,458,5,3.824561403508772,1.0372147975905726,0.02912621359223301,3.536116699561526,-0.3009708737864078,2.619762189878061
She just kept telling herself he had to learn,a,A,141,984,5,3.1052631578947367,1.3320796110689346,0.026785714285714284,3.6198865826269846,-0.10714285714285714,3.2977515543112075
The truck was an older version of the ones,the,THE,174,1338,5,2.3859649122807016,1.2783134251945338,0.009433962264150943,4.663439094112067,-0.17924528301886794,3.0018923697871682
Looks like a walk did the,trick.,TRICK,41,201,5,4.228070175438597,0.8455248551649764,0.42857142857142855,0.8472978603872037,0.32653061224489793,2.2511743398214716
Dexter opened his,letter,LETTER,104,642,5,3.456140350877193,1.070216524130189,0.06481481481481481,2.7362210780689065,-0.06481481481481481,3.181555525584829
John gave Bernard a hard slap on the,head.,HEAD,97,591,5,3.1052631578947367,1.2773327473170102,0.010638297872340425,4.543294782270004,-0.2553191489361702,2.2486345218903128
The,bored,BORED,29,129,5,1.6140350877192982,0.9014747038070509,0.0078125,4.852030263919617,-0.1015625,3.761633495359884
Duncan took a,breath,BREATH,105,650,5,3.6842105263157894,1.0204672378173865,0.01652892561983471,4.102643365036796,-0.09090909090909091,3.6264971669539734
They,stared,STARED,175,1341,5,3.0,1.1952286093343936,0.007874015748031496,4.844187086458591,-0.07874015748031496,3.7814230561886726
Alec stood against,the,THE,72,397,5,4.350877192982456,0.8554703816818191,0.5208333333333334,0.6523251860396901,0.42708333333333337,1.9778123783353387
Emma put her mug of tea down on the table with a,bang.,BANG,178,1385,5,3.3684210526315788,1.3313738734771101,0.2018348623853211,1.6003054288708278,0.10091743119266056,3.0796506051306958
The,van,VAN,57,292,5,2.6140350877192984,1.2642669525532555,0.007751937984496124,4.859812404361672,-0.08527131782945736,3.8097579481714363
Whether Peter heard him or not,Gabriel,GABRIEL,110,693,5,2.1578947368421053,1.346814677094102,0.010101010101010102,4.59511985013459,-0.3434343434343434,2.43876679983904
Five will be listening for,sure.,SURE,15,63,5,2.9473684210526314,1.287592612918428,0.009174311926605505,4.6913478822291435,-0.24770642201834864,3.011548214790019
James walked in to wake Samuel at four,thirty,THIRTY,165,1238,5,3.9649122807017543,0.8653016047413293,0.05263157894736842,2.9444389791664403,-0.23157894736842105,2.3216211598492085
The door was opened,and,AND,79,447,5,3.7719298245614037,1.0180082770441141,0.10185185185185185,2.2842359543258492,0.009259259259259259,3.165661517285678
In the morning Mickey stood straight with his,hand,HAND,161,1194,5,2.526315789473684,1.1968002452655453,0.009174311926605505,4.6913478822291435,-0.2018348623853211,3.0580901884492953
Claudia still teaches and still claims to,hate,HATE,83,478,5,2.719298245614035,1.31955601251915,0.010101010101010102,4.59511985013459,-0.2222222222222222,2.6260552803624067
Five,will,WILL,15,59,5,2.087719298245614,1.2716791732978483,0.017543859649122806,4.04305126783455,-0.13157894736842105,3.345118372666927
Ill give him,more,MORE,39,186,5,3.4035087719298245,1.162811388753368,0.018518518518518517,3.9889840465642745,-0.2222222222222222,2.9711360928667188
Why,dont,DONT,177,1363,5,3.6666666666666665,1.123345344008138,0.030612244897959183,3.4863551900024623,-0.15306122448979592,2.651662116696742
We barely escaped,with,WITH,32,146,5,4.087719298245614,0.9312185134540114,0.25,1.3862943611198906,0.06,2.555687900938566
Youre getting up,early,EARLY,58,300,5,4.105263157894737,0.9577542654996148,0.07920792079207921,2.5356789751614235,-0.1683168316831683,2.6775654029247504
Christopher groaned and lay his hands across his,stomach.,STOMACH,102,631,5,3.456140350877193,1.0867739848908737,0.11458333333333333,2.1664529186694654,-0.13541666666666669,2.418003426108575
The,speaker,SPEAKER,199,1631,5,2.9298245614035086,1.237215322563524,0.008130081300813009,4.812184355372417,-0.13008130081300814,3.578208739160846
Henry washed his hands,and,AND,197,1608,5,3.736842105263158,1.0441386708238396,0.1188118811881188,2.1302138670532593,-0.01980198019801982,2.855531097918234
From the moment we,leave,LEAVE,180,1401,5,3.2982456140350878,1.1333407046789616,0.02727272727272727,3.6018680771243066,-0.23636363636363633,3.0411684317866836
No-one else,had,HAD,73,403,5,3.807017543859649,1.007801647349816,0.045871559633027525,3.081909969795043,-0.045871559633027525,3.2850479426968926
Arthur,placed,PLACED,96,576,5,2.807017543859649,1.201763532885081,0.0078125,4.852030263919617,-0.09375,3.7671219975371804
She turned and saw him,standing,STANDING,107,668,5,3.807017543859649,0.989924176231047,0.08403361344537816,2.4765384001174837,0.033613445378151266,3.5716641277259455
Jimmy liked the fact they were calling him,Jim.,JIM,118,765,5,3.7719298245614037,1.2250006393533188,0.008130081300813009,4.812184355372417,-0.048780487804878044,3.7293251588300445
Powerful in,the,THE,51,257,5,2.789473684210526,1.1297414701929307,0.06299212598425197,2.7647455447787554,0.007874015748031496,3.788954724570696
I,am,AM,159,1165,5,4.245614035087719,0.9502011395035183,0.20175438596491227,1.6007042324653458,0.14912280701754385,3.281195532778865
We shall arrive properly or you will never live this,down.,DOWN,145,1025,5,4.2631578947368425,0.9359165826205134,0.6888888888888889,0.3726752852851735,0.6333333333333333,1.3362103719773255
Brian sniffed and wiped,his,HIS,119,769,5,4.368421052631579,0.9186865419750172,0.7613636363636364,0.2726441950872404,0.7159090909090909,1.0554899218091929
He held his,mother,MOTHER,133,898,5,2.491228070175439,1.2118876512276189,0.009523809523809525,4.653960350157523,-0.2476190476190476,2.753116527894462
You know better,than,THAN,147,1038,5,4.526315789473684,0.7816023641463079,0.6595744680851063,0.41616039722491244,0.6170212765957447,1.5501152235815114
He held his mother tight and she,cried,CRIED,133,902,5,3.56140350877193,1.1183141626645172,0.23423423423423423,1.451433663290852,0.17117117117117117,3.1139699753845216
He sat,down,DOWN,64,340,5,4.491228070175438,0.8477450555432305,0.3592233009708738,1.0238110755854113,0.30097087378640774,2.6400902017414953
Michael knew they never hit,him,HIM,168,1268,5,3.245614035087719,1.2142119983521642,0.13592233009708737,1.995671658614377,0.0,2.8711075056723314
Lets get out and,Ill,ILL,98,595,5,2.087719298245614,1.2994600768119313,0.008928571428571428,4.718498871295094,-0.08035714285714286,3.3508705964927366
Let us leave these,poor,POOR,69,377,5,2.9473684210526314,1.1714010633117162,0.009345794392523364,4.672828834461906,-0.17757009345794392,2.955359990926389
William sat,down,DOWN,71,389,5,4.578947368421052,0.7779866052154991,0.3894736842105263,0.9429589789563164,0.29473684210526313,2.2580043197212647
He came back to his,senses,SENSES,201,1661,5,3.9473684210526314,1.0925241519327575,0.25,1.3862943611198906,0.07692307692307693,2.7498077038774316
While,they,THEY,146,1026,5,3.7017543859649122,1.0850429925764915,0.16161616161616163,1.8225311278948086,0.030303030303030304,2.7034307605909413
"Burn him now,",dont,DONT,84,482,5,2.1578947368421053,1.2216714791659493,0.009009009009009009,4.709530201312334,-0.12612612612612614,3.214902385391987
Bruce is looking for someone to,take,TAKE,179,1391,5,3.6315789473684212,1.0628731100749047,0.035398230088495575,3.34109345759245,-0.12389380530973451,3.2584793375529166
He called,earlier,EARLIER,131,877,5,3.543859649122807,1.1349980402531301,0.019801980198019802,3.921973336281314,-0.18811881188118812,2.814023232356498
The dead,must,MUST,55,281,5,2.6140350877192984,1.2064467598950037,0.008547008547008548,4.762173934797756,-0.09401709401709402,3.4837753023280587
Edward washed his,hands,HANDS,106,658,5,4.526315789473684,0.8473754261140424,0.6292134831460674,0.46328467899699066,0.550561797752809,1.4603033741831508
They say he can breathe,fire,FIRE,200,1648,5,3.1403508771929824,1.3814924188203659,0.17592592592592593,1.7376922479577792,0.08333333333333334,3.1194772549014287
He folded his arms across,his,HIS,155,1125,5,4.333333333333333,0.9322272357358045,0.7222222222222222,0.32542240043462795,0.6777777777777778,1.2385220889843243
"I am trying,",old,OLD,159,1167,5,1.543859649122807,0.8674711901061386,0.01020408163265306,4.584967478670572,-0.31632653061224486,2.4569597188808436
Dont die,of,OF,85,489,5,3.1578947368421053,1.1770039701991926,0.018691588785046728,3.979681653901961,-0.11214953271028036,3.075900440337006
He put his hands in his,pockets,POCKETS,157,1148,5,4.614035087719298,0.818412792389554,0.5494505494505495,0.5988365010887039,0.39560439560439564,1.6668988558253808
The,last,LAST,173,1319,5,3.087719298245614,1.2575586006565311,0.015503875968992248,4.1666652238017265,-0.10077519379844961,3.775023249786805
He was leaning against his truck smoking a,joint.,JOINT,93,559,5,3.456140350877193,1.1962765960410615,0.12359550561797752,2.0907410969337694,-0.348314606741573,1.7200544048246862
He sat his son up,on,ON,195,1583,5,3.5789473684210527,1.1641577031891928,0.23529411764705882,1.4469189829363254,0.009803921568627444,2.6246200448421675
He drank too much,at,AT,154,1113,5,3.491228070175439,1.0198530534476848,0.009615384615384616,4.6443908991413725,-0.19230769230769232,2.8579708852008934
"The gate was double,",one,ONE,143,999,5,1.4736842105263157,0.7816023641463079,0.009174311926605505,4.6913478822291435,-0.27522935779816515,2.954627094118627
He put his,hands,HANDS,157,1145,5,3.824561403508772,0.9281857691513794,0.1588785046728972,1.83961549040569,-0.08411214953271029,2.878533056063198
Joseph,walked,WALKED,126,829,5,3.0,1.349603116263656,0.041666666666666664,3.1780538303479458,-0.07500000000000001,3.574650188964453
Dont,die,DIE,85,488,5,2.789473684210526,1.410886779213484,0.01834862385321101,3.998200701669198,-0.12844036697247707,3.1782262625062065
She,hid,HID,53,268,5,2.5964912280701755,1.1931298744240326,0.007936507936507936,4.836281906951478,-0.047619047619047616,3.7647414534179764
The last thing Alex felt,like,LIKE,173,1323,5,3.6842105263157894,1.2699535246957734,0.06818181818181818,2.6855773452501515,-0.6477272727272727,1.1723780922040863
James,was,WAS,205,1713,5,3.6491228070175437,1.0936705574443117,0.07874015748031496,2.5416019934645453,0.023622047244094488,3.7736022841203867
Emma put her mug of tea down on the table,with,WITH,178,1383,5,3.1052631578947367,1.1905012528690202,0.16,1.83258146374831,-0.06,2.7127580455652844
Jimmy liked the fact they were calling,him,HIM,118,764,5,4.12280701754386,0.9649236727511606,0.6170212765957447,0.4828517717235845,0.5638297872340425,1.675713091189685
"Good God, if you are watching,",give,GIVE,86,501,5,2.8596491228070176,1.2455434340541032,0.02,3.912023005428146,-0.24000000000000002,2.529331708329745
They say he can breathe fire and,kill,KILL,200,1650,5,2.7719298245614037,1.253816229694213,0.026785714285714284,3.6198865826269846,-0.10714285714285714,3.255095225165973
"Anthony was approached, just as he",had,HAD,129,861,5,3.6315789473684212,1.045937360651208,0.041666666666666664,3.1780538303479458,-0.08333333333333334,3.5390966888417363
None of,the,THE,74,410,5,4.175438596491228,1.0542906724690009,0.16129032258064516,1.8245492920510458,-0.07526881720430109,2.326639314254889
I,mostly,MOSTLY,187,1482,5,2.473684210526316,1.3107421992069819,0.008547008547008548,4.762173934797756,-0.13675213675213677,3.4395573659273224
Good,"God,","GOD,",86,496,5,3.6315789473684212,1.1437966063473564,0.009433962264150943,4.663439094112067,-0.11320754716981132,3.136136178764022
It had been two weeks since,Philip,PHILIP,163,1214,5,2.210526315789474,1.3057132985633226,0.01,4.605170185988091,-0.13999999999999999,2.705822615693059
Helen ran to,the,THE,5,19,5,4.350877192982456,0.8126506029692377,0.32673267326732675,1.1186129553747792,0.17821782178217824,2.476674376114232
Ian gave Geoffrey a hard slap across his,right,RIGHT,116,747,5,2.245614035087719,1.2142119983521642,0.011111111111111112,4.499809670330265,-0.6444444444444445,1.3992413011280027
Let us give battle to these,foreign,FOREIGN,166,1247,5,2.508771929824561,1.2118876512276189,0.007575757575757576,4.882801922586371,-0.07575757575757575,3.8683433433333554
The last thing Alex felt like doing after work,was,WAS,173,1327,5,4.5964912280701755,0.8207063404428577,0.8160919540229885,0.2032282416132683,0.7816091954022989,0.8536796783941576
All last week there was a white van,parked,PARKED,151,1084,5,4.280701754385965,0.9402580566166829,0.5053763440860215,0.6824518914431973,0.3333333333333333,1.8209737099139893
Hes got the ability to work but he just gets,bored,BORED,184,1455,5,3.807017543859649,1.059625885652035,0.14423076923076922,1.9363406980391626,-0.0480769230769231,2.8287051973017574
Simon nodded and,walked,WALKED,44,216,5,3.0526315789473686,1.1087485324773498,0.009433962264150943,4.663439094112067,-0.29245283018867924,2.7821945893931113
Five will,be,BE,15,60,5,2.9298245614035086,1.3609299489005804,0.25471698113207547,1.367602228107738,0.1509433962264151,2.897323286344697
He was already up and dressed and invited us in for,a,A,202,1681,5,4.245614035087719,0.9312185134540114,0.18085106382978725,1.7100814382137877,-0.06382978723404253,2.3008024145256347
The first knife caught in,her,HER,172,1312,5,2.456140350877193,1.2402501970886544,0.058823529411764705,2.833213344056216,-0.23529411764705882,2.583269291767696
The prison guard walked along,the,THE,56,290,5,4.368421052631579,0.8583950752789521,0.5789473684210527,0.5465437063680698,0.4842105263157895,1.7811868658188643
He,folded,FOLDED,155,1121,5,2.4035087719298245,1.2657528691709674,0.008130081300813009,4.812184355372417,-0.08130081300813008,3.646330497988984
She saw,the,THE,75,417,5,3.912280701754386,0.9118407942646639,0.08823529411764706,2.4277482359480516,-0.16666666666666663,2.7674463058631513
They stared at the,black,BLACK,175,1344,5,2.6140350877192984,1.1764715096561333,0.016,4.135166556742355,-0.08,3.7064146846507504
Brian sniffed and wiped his grubby hand,across,ACROSS,119,772,5,3.6491228070175437,1.0262836573596057,0.10101010101010101,2.2925347571405443,-0.29292929292929293,2.3802437491228967
The speaker turned to her with a smile,and,AND,199,1638,5,4.0701754385964914,0.8631265658474887,0.5454545454545454,0.6061358035703156,0.4949494949494949,2.0281071825441597
She had refused to,leave,LEAVE,52,265,5,3.7719298245614037,1.0180082770441141,0.03361344537815126,3.392829131991639,-0.10084033613445378,3.510545036556444
If I have time at the end,Ill,ILL,196,1598,5,2.736842105263158,1.5644067313370367,0.010869565217391304,4.5217885770490405,-0.34782608695652173,1.8662372267705687
I cant see any amount of talk getting you out,of,OF,185,1467,5,4.43859649122807,0.8021743633856564,0.6774193548387096,0.3894647667617233,0.6451612903225806,1.4705786117352075
I knew I heard,your,YOUR,24,107,5,3.8771929824561404,0.9271726499455307,0.04950495049504951,3.005682604407159,-0.19801980198019803,2.743514860360895
You know,that,THAT,148,1047,5,4.105263157894737,0.9197090092274488,0.08571428571428572,2.456735772821304,-0.12380952380952381,2.9637578453371445
Scott got,up,UP,43,209,5,4.140350877192983,0.9149277194563371,0.048,3.036554268074246,0.0,3.7611846625803893
He just wished he could,talk,TALK,89,524,5,3.508771929824561,1.1039346353829083,0.008620689655172414,4.7535901911063645,-0.07758620689655173,3.472345628889081
He sat his son up on the table and,laid,LAID,195,1587,5,2.543859649122807,1.1962765960410615,0.00847457627118644,4.770684624465664,-0.05084745762711865,3.59816900486146
John gave Bernard a hard,slap,SLAP,97,588,5,3.7017543859649122,0.9993732371681362,0.16,1.83258146374831,-0.04000000000000001,2.7265628875621073
Michael knew they never,hit,HIT,168,1267,5,2.5789473684210527,1.223977246827685,0.008264462809917356,4.795790545596741,-0.09917355371900827,3.6021993512757855
Youre getting up early in,the,THE,58,302,5,4.526315789473684,0.9655727973942043,0.7586206896551724,0.27625337662815824,0.6781609195402298,1.0134265934967095
Billy wrote,on,ON,2,6,5,3.3684210526315788,1.1593036540984485,0.02830188679245283,3.5648268054439574,-0.22641509433962265,2.8764545557883667
John gave,Bernard,BERNARD,97,585,5,2.210526315789474,1.3461166647761145,0.009523809523809525,4.653960350157523,-0.10476190476190475,2.9828794454387006
He heaved his shoulders and swung the axe,again.,AGAIN,87,511,5,3.1052631578947367,1.112978797871405,0.01680672268907563,4.085976312551584,-0.10084033613445378,3.533523084321815
They stared,at,AT,175,1342,5,4.473684210526316,0.8681931804018278,0.4380952380952381,0.8253189536684283,0.4,2.4946194029884494
He rose from his seat and stopped,mid,MID,194,1572,5,3.0526315789473686,1.2015028183722212,0.009345794392523364,4.672828834461906,-0.1308411214953271,3.1289771981026586
After lunch he was,told,TOLD,59,307,5,3.3157894736842106,1.1825803315637815,0.009174311926605505,4.6913478822291435,-0.22018348623853212,3.0069155479984135
None of the city people dress,like,LIKE,74,414,5,4.105263157894737,0.9389243565742775,0.24761904761904763,1.3958638121360412,0.1904761904761905,2.945419939788311
"Anthony was approached, just as he had predicted, in",the,THE,129,864,5,3.719298245614035,1.0133816437501344,0.4329896907216495,0.8370413602200144,0.30927835051546393,2.1716278043504427
Alan told Jason he would just sit outside to have his,lunch.,LUNCH,169,1285,5,3.8771929824561404,0.9462364442998924,0.2222222222222222,1.5040773967762742,0.09090909090909088,2.678965342780208
He didnt seem to mind,that,THAT,153,1103,5,4.2105263157894735,0.8810878443570108,0.1509433962264151,1.8908503718722858,0.047169811320754707,3.0332023487045117
There were choked screams and,shouts,SHOUTS,80,455,5,3.491228070175439,1.1970619839773164,0.016,4.135166556742355,-0.128,3.6256149670113578
Sam,felt,FELT,42,202,5,3.43859649122807,1.1954906921375292,0.015625,4.1588830833596715,-0.0625,3.8056349762559067
A horse,has,HAS,13,50,5,3.280701754385965,1.114104155891826,0.008771929824561403,4.736198448394496,-0.09649122807017543,3.393383264430727
The brothers stood up and came down,from,FROM,128,853,5,3.6842105263157894,1.1205530320981514,0.022222222222222223,3.8066624897703196,-0.4222222222222222,1.7926362182056048
In the,morning,MORNING,162,1199,5,4.192982456140351,1.059625885652035,0.0990990990990991,2.3116349285139637,-0.04504504504504504,3.2058453317292144
He went to the door and walked out of,the,THE,134,914,5,4.105263157894737,1.160114072690326,0.5217391304347826,0.6505875661411494,0.358695652173913,1.7628267217347047
Gordon felt his,anger,ANGER,16,66,5,3.3508771929824563,1.141603322246133,0.041666666666666664,3.1780538303479458,-0.06666666666666668,3.5515514011849914
Dexter opened his letter,and,AND,104,643,5,4.052631578947368,0.9896076537045764,0.18811881188118812,1.670681537674819,0.06930693069306931,2.7637031127922955
You,shouldnt,SHOULDNT,149,1056,5,3.3684210526315788,1.3313738734771101,0.02727272727272727,3.6018680771243066,-0.1909090909090909,3.125854314819373
Jacques,sighed,SIGHED,124,811,5,2.6315789473684212,1.3178930553209383,0.007751937984496124,4.859812404361672,-0.06201550387596899,3.813814135332402
One by one she placed her teeth about their necks and,killed,KILLED,192,1552,5,2.473684210526316,1.2407552878027668,0.008849557522123894,4.727387818712341,-0.34513274336283184,2.912344056018437
"The gathered villagers took a step back,",almost,ALMOST,144,1012,5,2.245614035087719,0.9688118967209632,0.008849557522123894,4.727387818712341,-0.18584070796460178,3.255842822416925
They turned round just as Frankie,walked,WALKED,108,677,5,3.263157894736842,0.9915052731916847,0.02586206896551724,3.654977902438255,-0.04310344827586207,3.523829267272232
We barely escaped with our,lives.,LIVES,32,148,5,4.350877192982456,0.9726845779699353,0.6631578947368421,0.41074216520900825,0.631578947368421,1.5673353580810734
He knocked on the door so hard that,he,HE,181,1417,5,4.052631578947368,0.9713953996990057,0.06451612903225806,2.740840023925201,-0.3763440860215054,1.9543581000822496
